Sun Jun 21 22:02:45 +0000 2015	RT @MicatLiberia: All 1,500 Ebola Vaccine Volunteers Showing No Negative Side-effects http://t.co/6gpmJ16FFf http://t.co/KfSb0sIdEr	
Sun Jun 21 22:02:47 +0000 2015	RT @CutPics: Microscopic view of the Ebola virus http://t.co/siJEGhxVrX	
Sun Jun 21 22:02:54 +0000 2015	@BigRon___ lol not you and this Ebola shit again	
Sun Jun 21 22:03:00 +0000 2015	Just a cat giving a speech on ebola https://t.co/xymAnTPfdd	
Sun Jun 21 22:03:03 +0000 2015	@ezztrinhoe @basilabia @ChelseaFC @Wogyama But go on... What was it about Ebola you were saying? :)	
Sun Jun 21 22:03:08 +0000 2015	A Canadian company testing an experimental drug against Ebola has closed down the trial and concluded they cannot... http://t.co/RguoeBmSSl	
Sun Jun 21 22:03:10 +0000 2015	Ebola: Company Stops Testing of Ebola Drug in Sierra Leone https://t.co/bnUrz9rTGQ	
Sun Jun 21 22:03:40 +0000 2015	RT @UnRevelateur: La faim tue plus qu'Ebola, mais l'occident s'en fout parce que ce n'est pas une maladie qui tue les riches.. http://t.co/…	
Sun Jun 21 22:03:52 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 22:04:09 +0000 2015	Enzo donates $1 to ebola aid for every matcha bag sold http://t.co/ILweVFGGUz	
Sun Jun 21 22:04:14 +0000 2015	Well if Kim Jong-Un can cure Cancer, Aids and Ebola then he can stop a drought. https://t.co/WSQHdAvMAB	
Sun Jun 21 22:04:15 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 22:04:19 +0000 2015	Just a cat giving a speech on ebola https://t.co/eO3XIDKzBa	
Sun Jun 21 22:04:28 +0000 2015	Ebola drug trial stops adding patients - ... - http://t.co/xtj7hg8et6 #Flu #viruses #virus #disease http://t.co/3s1oE0v3nc	
Sun Jun 21 22:04:28 +0000 2015	RT @MicheleRiosalso: L'Ebola non è  nulla  rispetto alla malattia dei selfie...  Gnolo con il bastone per i selfie 😂😂😂 @Pratt_Kong @Djeey2 …	
Sun Jun 21 22:04:28 +0000 2015	Ebola Vaccine Commercial https://t.co/cVBjGV4Rpg via @YouTube	
Sun Jun 21 22:04:41 +0000 2015	Gente.... https://t.co/ONoNif9COB	
Sun Jun 21 22:04:47 +0000 2015	Post Edited: North Korea beats Ebola, AIDS, MERS, SARS, claims their drug cures them all http://t.co/rz8cBJGcJ9	
Sun Jun 21 22:04:55 +0000 2015	Ebola vaccines - http://t.co/jDXObW0kk4 #ebola	
Sun Jun 21 22:04:55 +0000 2015	Ebola vaccine trials struggle for answers - http://t.co/m6nsRxJYj0 #ebola	
Sun Jun 21 22:04:56 +0000 2015	Corrections and clarifications - http://t.co/eeYeWNA7UZ #ebola	
Sun Jun 21 22:04:56 +0000 2015	Uhuru praises brave medics from Ebola combat mission - http://t.co/2bsPX723Ec #ebola	
Sun Jun 21 22:04:57 +0000 2015	Queen's Young Leaders Award: Commonwealth's future gathers at Buckingham Palace as winners ... - http://t.co/kMG05nCmOw #ebola	
Sun Jun 21 22:04:58 +0000 2015	Medical professionals return from Sierra Leone and Liberia after fighting Ebola - http://t.co/yg2eGCySLz #ebola	
Sun Jun 21 22:05:10 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 22:05:15 +0000 2015	I've contributed  (y:d:h:m:s) 0:175:17:28:32  to cutting edge research @WCGrid  please join me at: http://t.co/Zd7W6cc4wA #Ebola #cancer	
Sun Jun 21 22:05:17 +0000 2015	Uhuru praises brave medics from Ebola combat mission: President Uhuru Kenyatta yesterday shared bre... http://t.co/WG8r2PW7aw #AfyaKenya	
Sun Jun 21 22:05:17 +0000 2015	Retweet to help young enzo fight ebola #fightebola #hope #socialcompany #matcha http://t.co/ILweVFGGUz	
Sun Jun 21 22:05:38 +0000 2015	Kim Jong-Un: "La Corea del Nord ha la cura per Aids, Ebola e cancro".Per Razzi invece niente da fare, eh?	
Sun Jun 21 22:05:38 +0000 2015	@TaZor_Simp @KingsleyyTheGod sounds like "Ebola"	
Sun Jun 21 22:05:42 +0000 2015	RT @Independent: Kim Jong-un claims to have cured Aids, Ebola and cancer with single miracle drug http://t.co/oxMnFy88hc http://t.co/pIVRQp…	
Sun Jun 21 22:05:44 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 22:05:58 +0000 2015	Uhuru praises brave medics from Ebola combat mission: The medical professionals, who made the h... http://t.co/2kIXeU9gJq #EbolaOutbreak	
Sun Jun 21 22:05:58 +0000 2015	Pretty sure I have ebola/swine flu bc I'm dying rn	
Sun Jun 21 22:05:59 +0000 2015	Medical professionals return from Sierra Leone and Liberia after fighting Ebola: The medical pr... http://t.co/vIAHGCXzIf #EbolaOutbreak	
Sun Jun 21 22:06:06 +0000 2015	@izmirlimisiniz @ugurcan949 istanbulda sinek bitme noktasında.sabetaysevi direniyor.kedi-köpek pisliğini yoketseniz biter.ebola malarya  var	
Sun Jun 21 22:06:06 +0000 2015	@CamilaOrcajo Y lo agradezco , si no alta ebola me agarra 😉	
Sun Jun 21 22:06:07 +0000 2015	RT @ObamaNews: Archive Photo: President Barack Obama greets Ebola survivor Dr. Melvin Korkor of Liberia after delivering remarks… http://t.…	
Sun Jun 21 22:06:10 +0000 2015	Uhuru praises brave medics from #Ebola combat mission: The medical professionals, who made the heroic choice to… http://t.co/cKxD4DU6zg	
Sun Jun 21 22:06:12 +0000 2015	DNA Analysis Shows Ebola May Have Struck Ancient Athens http://t.co/Dh7LkhdIyV http://t.co/7MIYhbQRzE	
Sun Jun 21 22:06:13 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 22:06:19 +0000 2015	RT @ObamaNews: Archive Photo: President Barack Obama greets Ebola survivor Dr. Melvin Korkor of Liberia after delivering remarks… http://t.…	
Sun Jun 21 22:06:31 +0000 2015	wired Facts about Ebola Virus Treatment Must See =&gt; http://t.co/4lJ0nx7tor http://t.co/4vL1pMUz2h	
Sun Jun 21 22:06:58 +0000 2015	World Bank reduces extimated economic impact of Ebola on Sub-Saharan Africa’s economy to $4bn - (via FinaBiz) http://t.co/Tj8Xa7JwWL	
Sun Jun 21 22:06:59 +0000 2015	RT @SrTarro: En claze: 2 naraa + 4 pera = 6 frutaEner ezamen: deduce la formula de la vacuna contra er zida y er ebola y escribela conun b…	
Sun Jun 21 22:07:12 +0000 2015	@Merceedes13  https://t.co/RAGMtvsYdH	
Sun Jun 21 22:07:31 +0000 2015	Ebola drug trial stops adding patients: A PHARMACEUTICAL company has stopped adding patients to a trial of a p... http://t.co/iLDK1nP8yU	
Sun Jun 21 22:07:32 +0000 2015	RT @MrHLLGS: Sinon il y a 5 cas de Tuberculose parmi les #CRS en mission à #Calais ! Bientôt le virus EBOLA ? #Clandestinshttp://t.co/TB8a…	
Sun Jun 21 22:07:33 +0000 2015	Ebola drug trial stops adding patients: A PHARMACEUTICAL company has stopped adding patients to ... http://t.co/dGii5Lscys #BreakingNews	
Sun Jun 21 22:07:38 +0000 2015	RT @Inma_Mcgregor: @Merceedes13  https://t.co/RAGMtvsYdH	
Sun Jun 21 22:07:39 +0000 2015	RT @twaimz: I AM CRYING I'M ON A PLANE RIGHT NOW AND I KEEP COUGHING SO THIS GUY PUT NAPKINS ALL OVER HIS FACE HE PROBABLY THINKS I HAVE …	
Sun Jun 21 22:07:44 +0000 2015	Qui a Ebola ici ?	
Sun Jun 21 22:07:46 +0000 2015	North Korea Claims It Has Found Cure For MERS, Ebola, SARS And AIDS http://t.co/suYdDFn8Mw via @HuffPostWeird	
Sun Jun 21 22:07:53 +0000 2015	They referenced Ebola what	
Sun Jun 21 22:08:04 +0000 2015	THE BLACKER DEATH 5-star thriller - #kindle #thriller #ebola http://t.co/9aUjNgD2xS …  RT	
Sun Jun 21 22:08:14 +0000 2015	NGA Director Cardillo just said, "Ebola was our coming-out party Re: GEOINT sharing. #nga #geoint http://t.co/iql1jaTNpe	
Sun Jun 21 22:08:15 +0000 2015	RT @onmedic_fr: "Syndrome post-Ebola : une étude sur le mal qui ronge les survivants" http://t.co/rKa4s7bvf9 #Sante	
Sun Jun 21 22:08:16 +0000 2015	Ebola: Company Stops Testing of Ebola Drug in Sierra Leone: Ebola: Company Stops Testing of Ebola Drug in Sier... http://t.co/jTGXJde4fc	
Sun Jun 21 22:08:25 +0000 2015	@KillazSpain @YouTube joder es k viendolo asi pues esta claro k es alien. Si no, el animal k puso ese huevo se esta muriendo de ebola xd	
Sun Jun 21 22:08:44 +0000 2015	RT @CuteKidVines: When you lie to your kid and tell them they have Ebola 😂 https://t.co/DasLqkpATM	
Sun Jun 21 22:08:55 +0000 2015	Studying the Evolution of Ebola http://t.co/HCPbfwrZKV	
Sun Jun 21 22:08:57 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 22:08:58 +0000 2015	@DaviddGOMD it feels like I have ebola😷	
Sun Jun 21 22:09:11 +0000 2015	RT @jessiehooper43: So wtf happened to ebola..	
Sun Jun 21 22:09:22 +0000 2015	RT @RealPatCampbell: sick in africa. pretty sure i have ebola.	
Sun Jun 21 22:09:30 +0000 2015	RT @UmaruFofana: #SierraLeone this week recorded 8 new cases of #Ebola and 9 deaths.	
Sun Jun 21 22:09:30 +0000 2015	@DonovanGwinn You believe Ebola was an epidemic?	
Sun Jun 21 22:09:47 +0000 2015	Studying the Evolution of Ebola - University of Bristol researchers have played a key role in a new multinational ... http://t.co/Qk5DQqoa5H	
Sun Jun 21 22:09:48 +0000 2015	RT @UmaruFofana: In search of the start of #Ebola in #SierraLeone with videographer @IdrissKpange. http://t.co/c0PtP3Pc05	
Sun Jun 21 22:09:56 +0000 2015	This how Ebola happened😷 #DollarAndADream http://t.co/472JW3DBwj	
Sun Jun 21 22:10:07 +0000 2015	EBOLA VIRUS – БАГИР ЯН http://t.co/ddyTqLanKQ	
Sun Jun 21 22:10:07 +0000 2015	North Korea beats Ebola, AIDS, MERS, SARS, claims their drug cures them all | Alternative-News.tk http://t.co/L8ffJHZ8jt via @Alt_News_TK	
Sun Jun 21 22:10:42 +0000 2015	@TaZor_Simp @KingsleyyTheGod I'm tellin you ebola Is just too close	
Sun Jun 21 22:11:05 +0000 2015	RT @Iggy_struggle: cuidado pra não pegarem ebola do @shotador #ChoiceRBHipHopArtist @IGGYAZALEA	
Sun Jun 21 22:11:11 +0000 2015	RT @UmaruFofana: #SierraLeone this week recorded 8 new cases of #Ebola and 9 deaths.	
Sun Jun 21 22:11:14 +0000 2015	RT @UmaruFofana: #SierraLeone this week recorded 8 new cases of #Ebola and 9 deaths.	
Sun Jun 21 22:11:24 +0000 2015	but why are people still making ebola jokes??? people died u fucking assholes.	
Sun Jun 21 22:11:27 +0000 2015	Ebola drug trial stops adding patients http://t.co/EQC6pPzFbi #Australia #news	
Sun Jun 21 22:11:29 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 22:11:56 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 22:11:57 +0000 2015	What is the state of #Ebola? It's not mentioned these days	
Sun Jun 21 22:12:02 +0000 2015	@Mxmba_ @KingsleyyTheGod well you're Ebola so it would fit right in	
Sun Jun 21 22:12:06 +0000 2015	Studying the Evolution of Ebola http://t.co/jC6zxyWaVq	
Sun Jun 21 22:12:08 +0000 2015	Ebola drug trial stops adding patients http://t.co/kocmIrcobq (News) #sydneynews #sydney	
Sun Jun 21 22:12:16 +0000 2015	RT @Champagnie: DNA Analysis Shows Ebola May Have Struck Ancient Athens http://t.co/Dh7LkhdIyV http://t.co/7MIYhbQRzE	
Sun Jun 21 22:12:26 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 22:12:26 +0000 2015	RT @FunnyVines: THIS THE ONLY DUDE THAT CAN FIGHT OFF EBOLA FOR US https://t.co/F0swtIw09q	
Sun Jun 21 22:12:45 +0000 2015	Syndrome post-Ebola : une étude sur le mal qui ronge les survivants http://t.co/NLQNJgeZGZ	
Sun Jun 21 22:12:59 +0000 2015	Young children 'at highest risk of death from Ebola,' study finds http://t.co/UNhCVpBdNL	
Sun Jun 21 22:13:02 +0000 2015	Human-human transmission and the role of super spreaders need to be considered in Lassa fever, Ebola http://t.co/6QBEgUa5ap	
Sun Jun 21 22:13:04 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 22:13:04 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 22:13:13 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 22:13:28 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 22:13:35 +0000 2015	North Korea Claims It Has Found Cure For MERS, Ebola, SARS And AIDS http://t.co/PHQn3JSyDn via @HuffPostWeird	
Sun Jun 21 22:13:37 +0000 2015	Nancy Writebol, missionary infected with Ebola in Liberia, arrives at Atlanta's Emory hospital.	
Sun Jun 21 22:13:43 +0000 2015	Ebola drug trial stops adding patients http://t.co/yFoA9PULFP	
Sun Jun 21 22:13:47 +0000 2015	When you can inject ebola, inventing a kind of antidote, and when you can understand who ISI members are!	
Sun Jun 21 22:14:14 +0000 2015	RT @tayIorsadore: MY FRIEND DIDNT RETWEET AND HE GOT EBOLA OMG IM SO SAD 😭 http://t.co/9kwafNRRcC	
Sun Jun 21 22:14:25 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 22:14:34 +0000 2015	Enzo donates $1 to ebola aid for every matcha bag sold http://t.co/kW3Z4e4UqW	
Sun Jun 21 22:14:34 +0000 2015	@_GigiDAlessio_ @dajekevin sei come l'ebola	
Sun Jun 21 22:14:39 +0000 2015	Experts Ebola Could Go Airborne, Kill Millions: http://t.co/Eg0omQjvqz via @YouTube	
Sun Jun 21 22:14:42 +0000 2015	@TaZor_Simp @KingsleyyTheGod my gunskill is as ugly as ebola	
Sun Jun 21 22:14:46 +0000 2015	Foundout.. Ebola: Nigerian health officials have reportedly announced that there are 10 new... http://t.co/fh8CHc8ATH ..#Ebola..#Nigeria	
Sun Jun 21 22:15:20 +0000 2015	@LittleMix BASTA SMWTTETELA DI RT L'EBOLA	
Sun Jun 21 22:15:24 +0000 2015	@kytrsaljung belom siap kena ebola gw	
Sun Jun 21 22:15:42 +0000 2015	Top 5 cities that will be affected by the Ebola virus by ... http://t.co/YPSClZZBb6 http://t.co/YDARoKoP5F	
Sun Jun 21 22:15:44 +0000 2015	Shocking Facts About Ebola Effected Girl See Here ( 18+ Photos) =&gt; http://t.co/L9a05NzfDl http://t.co/mFWjngsdAJ	
Sun Jun 21 22:15:49 +0000 2015	Top 5 cities that will be affected by the Ebola virus by ... http://t.co/EHPtcdvKb8 http://t.co/vRtmxcZzxx	
Sun Jun 21 22:15:53 +0000 2015	Ebola scare becomes Cleveland MetroHealth's first test under new response guidelines (photos ...	
Sun Jun 21 22:15:57 +0000 2015	@leighzwife mm enjoyphoenix jla respecte plus que nash ebola	
Sun Jun 21 22:15:58 +0000 2015	le mie notifiche: ebola, ebola, ebola.	
Sun Jun 21 22:16:47 +0000 2015	RT @UmaruFofana: Riots in #Ebola-ravaged Port Loko, northern #SierraLeone. Live rounds fired. Teargas released. Curfew imposed. It... http:…	
Sun Jun 21 22:16:49 +0000 2015	RT @MartinfayeMf: #Guinee #Ebola :les imams de Kindia réclament des mesures d'accompagnement pour faciliter  leur implication dans la lutte…	
Sun Jun 21 22:17:02 +0000 2015	Killin these niggas like ebola	
Sun Jun 21 22:17:05 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 22:17:05 +0000 2015	@escavpe -viene l'Ebola amore sai?	
Sun Jun 21 22:17:16 +0000 2015	KKK Caught Mailing Ebola Virus http://t.co/XfwiqmJNZD http://t.co/Ah4WUM3A1z	
Sun Jun 21 22:17:36 +0000 2015	RT @philippeal1: La faim tue plus qu'Ebola, mais l'occident s'en fout parce que ce n'est pas une maladie qui peut tuer les riches http://t.…	
Sun Jun 21 22:18:40 +0000 2015	June 5, 2015 46 West African travelers monitored Ebola in Ohiohttps://t.co/79ontBf78y @seanhannity #ohio #Hannity Father's Day #Ebola	
Sun Jun 21 22:18:51 +0000 2015	#Live5incoMinutos keh, você pensa em participar de alguma forma de um projeto que apoie a cura contra ebola.	
Sun Jun 21 22:19:09 +0000 2015	@DocThompsonShowSo, will Obama use this case of Black Death as he did the mass scare of Ebola? Or will he sweep it under the covers?	
Sun Jun 21 22:19:23 +0000 2015	RT @Gizzelll_: @rebeccaxii Ebola virus 😂😂 http://t.co/i635kZbtxv	
Sun Jun 21 22:19:31 +0000 2015	What does Ebola and American Police have in Common? A high body count of black people.	
Sun Jun 21 22:19:46 +0000 2015	So Kenya sent health volunteers to the Ebola front line, what about Ghana, the 'gateway to West Africa'? Ebola... http://t.co/Ke35pIXA0G	
Sun Jun 21 22:20:06 +0000 2015	@SiroQuiros si para vos yo estaba acompañada de dos ortivas más ortivas q no sé y además q haces poniéndole # adelante me inyectas ebola	
Sun Jun 21 22:20:25 +0000 2015	Kim Jong-Un: "La Corea del Nord ha trovato un farmaco che cura per Aids, Ebola e cancro" (FOTO)... http://t.co/gpC9WmH4sS	
Sun Jun 21 22:20:31 +0000 2015	RT @DoloVarde: @SiroQuiros si para vos yo estaba acompañada de dos ortivas más ortivas q no sé y además q haces poniéndole # adelante me in…	
Sun Jun 21 22:20:45 +0000 2015	@fullbright22 @MichaelTshi huuuum il veut montrer a Fulbright et Ebola qu il travaille tres fort batika kobenga ye incompetent	
Sun Jun 21 22:20:50 +0000 2015	Que puta vergüenza de periódico. Sois peor que el ebola @diarioas http://t.co/o3zAkBiwS2	
Sun Jun 21 22:21:17 +0000 2015	@_DasUnicorn_ Ein Land, das nur Ebola und Journalisten fürchtet...	
Sun Jun 21 22:21:31 +0000 2015	Are you ready for the Ebola epidemic that's coming? - http://t.co/q4BcE4fThm	
Sun Jun 21 22:21:31 +0000 2015	Are you ready for the Ebola epidemic that's coming? - http://t.co/Xs4Y2Llx9P	
Sun Jun 21 22:21:32 +0000 2015	Are you prepared for the Ebola epidemic that's heading our way? ... http://t.co/7NIREbte3A	
Sun Jun 21 22:21:32 +0000 2015	@Maffmaestro ebola	
Sun Jun 21 22:21:36 +0000 2015	U S EBOLA FEMA CAMPS!: http://t.co/wxBBqZIv3P via @YouTube	
Sun Jun 21 22:21:44 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 22:22:12 +0000 2015	Open ebola nurse presents interference jerusalem	
Sun Jun 21 22:22:19 +0000 2015	RT @Joaobap57934294: @fullbright22 @MichaelTshi huuuum il veut montrer a Fulbright et Ebola qu il travaille tres fort batika kobenga ye inc…	
Sun Jun 21 22:22:33 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success http://t.co/5Exhth9xxy	
Sun Jun 21 22:22:46 +0000 2015	Que ebola los pibes que flashean tanto ojala se calmen	
Sun Jun 21 22:23:52 +0000 2015	Hay viene el ebola hijos del maiz jajaja, ahora todos saldran corriendo de El Salvador #SaharaPerdonanos #EbolaTime	
Sun Jun 21 22:24:04 +0000 2015	RT @MzClaxxy: Good News!!North Korea Claims It Has Produced A Cure For AIDS &amp; Ebola http://t.co/smXwtwIkE4 - Via @Sabipeepz	
Sun Jun 21 22:24:09 +0000 2015	RT @VICE: Kim Jong-Un cured cancer, ebola, and AIDS so that’s awesome http://t.co/jg7zF7MSNO http://t.co/dZiXXKzspv	
Sun Jun 21 22:24:25 +0000 2015	RT @guaschetti: ¿Cuál resultado le conviene a argentina?QUE LES AGARRE EBOLA A TODOS	
Sun Jun 21 22:24:31 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 22:24:36 +0000 2015	RT @Telegraph: North Korea claims it has discovered a cure for Aids, Ebola, Mers and Sars http://t.co/k8xOqjkty7 http://t.co/gN4upXMaEs	
Sun Jun 21 22:24:49 +0000 2015	Company stops adding patients to trial of potential #Ebola treatment http://t.co/Bbn2xklSyV http://t.co/cQQrg0TiCF	
Sun Jun 21 22:24:53 +0000 2015	RT @EbolaOutbreakUS: @nutspeed2 @offasreturnII @PirateLCH Ebola Patient admitted with Ebola Symptoms in Alabamahttp://t.co/NOoVlmjWbC … ht…	
Sun Jun 21 22:25:08 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
Sun Jun 21 22:25:21 +0000 2015	#Team fight #Ebola http://t.co/vaIJh9AGkB 👊🔬🙌http://t.co/vaIJh9AGkB #BREAKING #news http://t.co/CPAUz5udAL	
Sun Jun 21 22:25:22 +0000 2015	RT @Gizzelll_: @rebeccaxii Ebola virus 😂😂 http://t.co/i635kZbtxv	
Sun Jun 21 22:25:23 +0000 2015	RT @chlohallett: la vie a la fête de la musique tu peux attraper ebola http://t.co/4FH50ufJlj	
